Feature,Importance,Coefficient
TargetInterests_news_health,0.024123291212277284,-0.024123291212277284
TargetInterests_health_fashion,0.023781306820675814,-0.023781306820675814
TargetInterests_travel_health,0.023700635105543596,-0.023700635105543596
TargetInterests_fashion_technology,0.023250785671835066,-0.023250785671835066
TargetInterests_fashion_photography,0.023180656004281486,-0.023180656004281486
TargetInterests_finance_news,0.02252412868085536,-0.02252412868085536
TargetInterests_finance_technology,0.021178570840347848,-0.021178570840347848
TargetInterests_art_finance,0.020705206326866347,-0.020705206326866347
TargetInterests_photography_technology,0.020516055566610725,-0.020516055566610725
TargetInterests_technology_health,0.020510127316104194,-0.020510127316104194
TargetInterests_travel_fashion,0.020211864432122327,-0.020211864432122327
TargetInterests_fitness_finance,0.01923699792649844,-0.01923699792649844
TargetInterests_lifestyle_technology,0.0178575404542706,-0.0178575404542706
TargetInterests_photography_finance,0.017525267055654936,-0.017525267055654936
TargetInterests_travel_photography,0.01716376024327808,-0.01716376024327808
TargetInterests_technology_news,0.016882678966244347,-0.016882678966244347
TargetInterests_health_gaming,0.015732747814852222,-0.015732747814852222
TargetInterests_health_finance,0.01566713261743353,-0.01566713261743353
TargetInterests_sports_technology,0.015428385056244939,-0.015428385056244939
TargetInterests_sports_photography,0.015200838183904098,-0.015200838183904098
TargetInterests_fitness,0.014995200283725349,0.014995200283725349
TargetInterests_fitness_photography,0.014845513938864394,-0.014845513938864394
TargetInterests_health_art,0.014771269706409594,-0.014771269706409594
TargetInterests_sports_finance,0.014426063771544876,-0.014426063771544876
TargetInterests_finance_health,0.013944915874283394,-0.013944915874283394
TargetInterests_food_travel,0.013812545259552705,-0.013812545259552705
TargetInterests_gaming_news,0.013779233985884997,0.013779233985884997
TargetInterests_fashion_gaming,0.01376975392762117,0.01376975392762117
TargetInterests_art_technology,0.013336463546434432,-0.013336463546434432
TargetInterests_sports,0.012237200825876891,0.012237200825876891
TargetInterests_technology_lifestyle,0.012131663737711566,-0.012131663737711566
MonthNum,0.012091220825570875,0.012091220825570875
TargetInterests_art_fashion,0.012047652571622137,0.012047652571622137
TargetInterests_travel_gaming,0.011802259392185824,-0.011802259392185824
TargetInterests_food_fashion,0.01163101343692546,0.01163101343692546
TargetInterests_lifestyle_fitness,0.011399775399927418,0.011399775399927418
TargetInterests_sports_health,0.011242363598388254,-0.011242363598388254
Year,0.011089474354374297,0.011089474354374297
TargetInterests_sports_travel,0.010239609418623041,-0.010239609418623041
TargetInterests_fashion_lifestyle,0.010120550961463491,0.010120550961463491
TargetInterests_news,0.009414896995853227,0.009414896995853227
TargetInterests_news_travel,0.008277985760595949,-0.008277985760595949
TargetInterests_fitness_art,0.008098368856700967,-0.008098368856700967
TargetInterests_news_art,0.007213177698275272,0.007213177698275272
TargetInterests_sports_gaming,0.0070557216232071535,0.0070557216232071535
TargetInterests_photography_fitness,0.006979436415200111,-0.006979436415200111
TargetInterests_sports_food,0.00690842223236466,0.00690842223236466
Objective_Reach,0.006890922439627772,0.006890922439627772
TargetInterests_gaming_art,0.006663375570979707,-0.006663375570979707
TargetInterests_fitness_technology,0.005629669667926156,-0.005629669667926156
TargetInterests_sports_lifestyle,0.005561288907007576,-0.005561288907007576
TargetInterests_food,0.004878412312103071,0.004878412312103071
TargetInterests_fashion_news,0.004698217936363372,-0.004698217936363372
TargetInterests_gaming_food,0.004626717710716054,0.004626717710716054
TargetInterests_technology_fashion,0.004261131782439927,0.004261131782439927
TargetInterests_lifestyle,0.0036914651394764526,0.0036914651394764526
TargetInterests_art_news,0.0036302496563758065,-0.0036302496563758065
TargetInterests_lifestyle_news,0.0034750131018587357,0.0034750131018587357
TargetInterests_health_lifestyle,0.003401925708608325,-0.003401925708608325
TargetInterests_gaming_sports,0.003003613024057869,-0.003003613024057869
TargetInterests_fitness_sports,0.002676276737918471,-0.002676276737918471
TargetInterests_news_fashion,0.0024873195335790924,0.0024873195335790924
TargetGender_Male,0.002272673319492817,0.002272673319492817
TargetInterests_food_gaming,0.002121035645088396,0.002121035645088396
TargetInterests_fashion,0.0021191916368163005,-0.0021191916368163005
TargetInterests_news_sports,0.0018317165171711607,-0.0018317165171711607
TargetInterests_art_travel,0.0011447196856321125,0.0011447196856321125
TargetInterests_gaming,0.0008975578168457475,0.0008975578168457475
TargetInterests_lifestyle_gaming,0.0008731651336968058,-0.0008731651336968058
TargetInterests_fitness_lifestyle,0.0007673184066701172,0.0007673184066701172
TargetInterests_fitness_gaming,3.711692386695019e-05,3.711692386695019e-05
